sample_name,sample_id,cell_number
RHP5290 scRNA-Seq,SAM000183686,2036
RHP5291 scRNA-Seq,SAM000183687,2036
RHP5292 scRNA-Seq,SAM000183688,2036
RHP5293 scRNA-Seq,SAM000183689,2036
RHP5294 scRNA-Seq,SAM000183690,2036
RHP5295 scRNA-Seq,SAM000183691,2036
RHP5296 scRNA-Seq,SAM000183692,2036
RHP5297 scRNA-Seq,SAM000183693,2036
RHP5298 scRNA-Seq,SAM000183694,2036
RHP5299 scRNA-Seq,SAM000183695,2036
RHP5300 scRNA-Seq,SAM000183696,2036
RHP5301 scRNA-Seq,SAM000183697,2036
RHP5302 scRNA-Seq,SAM000183698,2036
RHP5303 scRNA-Seq,SAM000183699,2036
RHP5304 scRNA-Seq,SAM000183700,2036
RHP5305 scRNA-Seq,SAM000183701,2036
RHP5306 scRNA-Seq,SAM000183702,2036
RHP5307 scRNA-Seq,SAM000183703,2036
RHP5308 scRNA-Seq,SAM000183704,2036
RHP5309 scRNA-Seq,SAM000183705,2036
RHP5310 scRNA-Seq,SAM000183706,2036
RHP5311 scRNA-Seq,SAM000183707,2036
RHP5312 scRNA-Seq,SAM000183708,2036
RHP5313 scRNA-Seq,SAM000183709,2036
RHP5314 scRNA-Seq,SAM000183710,2036
RHP5315 scRNA-Seq,SAM000183711,2036
RHP5316 scRNA-Seq,SAM000183712,2036
RHP5317 scRNA-Seq,SAM000183713,2036
RHP5318 scRNA-Seq,SAM000183714,2036
RHP5319 scRNA-Seq,SAM000183715,2036
RHP5320 scRNA-Seq,SAM000183716,2036
RHP5321 scRNA-Seq,SAM000183717,2036
RHP5322 scRNA-Seq,SAM000183718,2036
RHP5323 scRNA-Seq,SAM000183719,2036
RHP5324 scRNA-Seq,SAM000183720,2036
RHP5325 scRNA-Seq,SAM000183721,2036
RHP5326 scRNA-Seq,SAM000183722,2036
RHP5327 scRNA-Seq,SAM000183723,2036
RHP5328 scRNA-Seq,SAM000183724,2036
RHP5329 scRNA-Seq,SAM000183725,2036
RHP5330 scRNA-Seq,SAM000183726,2036
RHP5331 scRNA-Seq,SAM000183727,2036
RHP5332 scRNA-Seq,SAM000183728,2036
RHP5333 scRNA-Seq,SAM000183729,2036
RHP5334 scRNA-Seq,SAM000183730,2036
RHP5335 scRNA-Seq,SAM000183731,2036
RHP5336 scRNA-Seq,SAM000183732,2036
RHP5337 scRNA-Seq,SAM000183733,2036
RHP5338 scRNA-Seq,SAM000183734,2036
RHP5339 scRNA-Seq,SAM000183735,2036
RHP5340 scRNA-Seq,SAM000183736,2036
RHP5341 scRNA-Seq,SAM000183737,2036
RHP5342 scRNA-Seq,SAM000183738,2036
RHP5343 scRNA-Seq,SAM000183739,2036
RHP5344 scRNA-Seq,SAM000183740,2036
RHP5345 scRNA-Seq,SAM000183741,2036
RHP5346 scRNA-Seq,SAM000183742,2036
RHP5347 scRNA-Seq,SAM000183743,2036
RHP5348 scRNA-Seq,SAM000183744,2036
RHP5349 scRNA-Seq,SAM000183745,2036
RHP5350 scRNA-Seq,SAM000183746,2036
RHP5351 scRNA-Seq,SAM000183747,2036
RHP5352 scRNA-Seq,SAM000183748,2036
RHP5353 scRNA-Seq,SAM000183749,2036
RHP5354 scRNA-Seq,SAM000183750,2036
RHP5355 scRNA-Seq,SAM000183751,2036
RHP5356 scRNA-Seq,SAM000183752,2036
RHP5357 scRNA-Seq,SAM000183753,2036
RHP5358 scRNA-Seq,SAM000183754,2036
RHP5359 scRNA-Seq,SAM000183755,2036
RHP5360 scRNA-Seq,SAM000183756,2036
RHP5361 scRNA-Seq,SAM000183757,2036
RHP5362 scRNA-Seq,SAM000183758,2036
RHP5363 scRNA-Seq,SAM000183759,2036
RHP5364 scRNA-Seq,SAM000183760,2036
RHP5365 scRNA-Seq,SAM000183761,2036
RHP5366 scRNA-Seq,SAM000183762,2036
RHP5367 scRNA-Seq,SAM000183763,2036
RHP5368 scRNA-Seq,SAM000183764,2036
RHP5369 scRNA-Seq,SAM000183765,2036
RHP5370 scRNA-Seq,SAM000183766,2036
RHP5371 scRNA-Seq,SAM000183767,2036
RHP5372 scRNA-Seq,SAM000183768,2036
RHP5373 scRNA-Seq,SAM000183769,2036
RHP5374 scRNA-Seq,SAM000183770,2036
RHP5376 scRNA-Seq,SAM000183772,2036
RHP5377 scRNA-Seq,SAM000183773,2036
RHP5378 scRNA-Seq,SAM000183774,2036
RHP5379 scRNA-Seq,SAM000183775,2036
RHP5380 scRNA-Seq,SAM000183776,2036
RHP5381 scRNA-Seq,SAM000183777,2036
RHP5382 scRNA-Seq,SAM000183778,2036
RHP5383 scRNA-Seq,SAM000183779,2036
RHP5384 scRNA-Seq,SAM000183780,2036
RHP5385 scRNA-Seq,SAM000183781,2036
RHP5386 scRNA-Seq,SAM000183782,2036
RHP5387 scRNA-Seq,SAM000183783,2036
RHP5388 scRNA-Seq,SAM000183784,2036
RHP5389 scRNA-Seq,SAM000183785,2036
RHP5390 scRNA-Seq,SAM000183786,2036
RHP5391 scRNA-Seq,SAM000183787,2036
RHP5392 scRNA-Seq,SAM000183788,2036
RHP5393 scRNA-Seq,SAM000183789,2036
RHP5394 scRNA-Seq,SAM000183790,2036
RHP5395 scRNA-Seq,SAM000183791,2036
RHP5396 scRNA-Seq,SAM000183792,2036
RHP5397 scRNA-Seq,SAM000183793,2036
RHP5398 scRNA-Seq,SAM000183794,2036
RHP5399 scRNA-Seq,SAM000183795,2036
RHP5400 scRNA-Seq,SAM000183796,2036
RHP5401 scRNA-Seq,SAM000183797,2036
RHP5402 scRNA-Seq,SAM000183798,2036
RHP5403 scRNA-Seq,SAM000183799,2036
RHP6370 scRNA-Seq,SAM000183884,2036
RHP6372 scRNA-Seq,SAM000183886,2036
RHP6374 scRNA-Seq,SAM000183888,2036
RHP6376 scRNA-Seq,SAM000183890,2036
RHP6377 scRNA-Seq,SAM000183891,2036
RHP6378 scRNA-Seq,SAM000183892,2036
RHP6379 scRNA-Seq,SAM000183893,2036
RHP6380 scRNA-Seq,SAM000183894,2036
RHP6381 scRNA-Seq,SAM000183895,2036
RHP6382 scRNA-Seq,SAM000183896,2036
RHP6383 scRNA-Seq,SAM000183897,2036
RHP6384 scRNA-Seq,SAM000183898,2036
RHP6385 scRNA-Seq,SAM000183899,2036
RHP6386 scRNA-Seq,SAM000183900,2036
RHP6387 scRNA-Seq,SAM000183901,2036
RHP6388 scRNA-Seq,SAM000183902,2036
RHP6389 scRNA-Seq,SAM000183903,2036
RHP6390 scRNA-Seq,SAM000183904,2036
RHP6391 scRNA-Seq,SAM000183905,2036
RHP6392 scRNA-Seq,SAM000183906,2036
RHP6393 scRNA-Seq,SAM000183907,2036
RHP6395 scRNA-Seq,SAM000183909,2036
RHP6396 scRNA-Seq,SAM000183910,2036
RHP6397 scRNA-Seq,SAM000183911,2036
RHP6398 scRNA-Seq,SAM000183912,2036
RHP6399 scRNA-Seq,SAM000183913,2036
RHP6400 scRNA-Seq,SAM000183914,2036
RHP6401 scRNA-Seq,SAM000183915,2036
RHP6404 scRNA-Seq,SAM000183918,2036
RHP6405 scRNA-Seq,SAM000183919,2036
RHP6406 scRNA-Seq,SAM000183920,2036
RHP6407 scRNA-Seq,SAM000183921,2036
RHP6409 scRNA-Seq,SAM000183923,2036
RHP6410 scRNA-Seq,SAM000183924,2036
RHP6411 scRNA-Seq,SAM000183925,2036
RHP6412 scRNA-Seq,SAM000183926,2036
RHP6413 scRNA-Seq,SAM000183927,2036
RHP6415 scRNA-Seq,SAM000183929,2036
RHP6416 scRNA-Seq,SAM000183930,2036
RHP6417 scRNA-Seq,SAM000183931,2036
RHP6418 scRNA-Seq,SAM000183932,2036
RHP6419 scRNA-Seq,SAM000183933,2036
RHP6421 scRNA-Seq,SAM000183935,2036
RHP6423 scRNA-Seq,SAM000183937,2036
RHP6424 scRNA-Seq,SAM000183938,2036
RHP6425 scRNA-Seq,SAM000183939,2036
RHP6426 scRNA-Seq,SAM000183940,2036
RHP6427 scRNA-Seq,SAM000183941,2036
RHP6428 scRNA-Seq,SAM000183942,2036
RHP6429 scRNA-Seq,SAM000183943,2036
RHP6430 scRNA-Seq,SAM000183944,2036
RHP6431 scRNA-Seq,SAM000183945,2036
RHP6432 scRNA-Seq,SAM000183946,2036
RHP6435 scRNA-Seq,SAM000183949,2036
RHP6436 scRNA-Seq,SAM000183950,2036
RHP6437 scRNA-Seq,SAM000183951,2036
RHP6439 scRNA-Seq,SAM000183953,2036
RHP6441 scRNA-Seq,SAM000183955,2036
RHP6442 scRNA-Seq,SAM000183956,2036
RHP6443 scRNA-Seq,SAM000183957,2036
RHP6444 scRNA-Seq,SAM000183958,2036
RHP6445 scRNA-Seq,SAM000183959,2036
RHP6446 scRNA-Seq,SAM000183960,2036
RHP6448 scRNA-Seq,SAM000183962,2036
RHP6449 scRNA-Seq,SAM000183963,2036
RHP6451 scRNA-Seq,SAM000183965,2036
RHP6453 scRNA-Seq,SAM000183967,2036
RHP6454 scRNA-Seq,SAM000183968,2036
RHP6455 scRNA-Seq,SAM000183969,2036
RHP6456 scRNA-Seq,SAM000183970,2036
RHP6459 scRNA-Seq,SAM000183973,2036
RHP6460 scRNA-Seq,SAM000183974,2036
RHP6461 scRNA-Seq,SAM000183975,2036
RHP6462 scRNA-Seq,SAM000183976,2036
RHP6464 scRNA-Seq,SAM000183978,2036
RHP6466 scRNA-Seq,SAM000183980,2036
RHP6469 scRNA-Seq,SAM000183983,2036
RHP6470 scRNA-Seq,SAM000183984,2036
RHP6474 scRNA-Seq,SAM000183988,2036
RHP6475 scRNA-Seq,SAM000183989,2036
RHP6476 scRNA-Seq,SAM000183990,2036
RHP6477 scRNA-Seq,SAM000183991,2036
RHP6478 scRNA-Seq,SAM000183992,2036
RHP6480 scRNA-Seq,SAM000183994,2036
RHP6481 scRNA-Seq,SAM000183995,2036
RHP6482 scRNA-Seq,SAM000183996,2036
RHP6483 scRNA-Seq,SAM000183997,2036
RHP6484 scRNA-Seq,SAM000183998,2036
RHP6485 scRNA-Seq,SAM000183999,2036
RHP6486 scRNA-Seq,SAM000184000,2036
RHP6487 scRNA-Seq,SAM000184001,2036
RHP6488 scRNA-Seq,SAM000184002,2036
RHP6489 scRNA-Seq,SAM000184003,2036
RHP6490 scRNA-Seq,SAM000184004,2036
RHP6493 scRNA-Seq,SAM000184007,2036
RHP6494 scRNA-Seq,SAM000184008,2036
RHP6497 scRNA-Seq,SAM000184011,2036
RHP6498 scRNA-Seq,SAM000184012,2036
RHP6500 scRNA-Seq,SAM000184014,2036
RHP6501 scRNA-Seq,SAM000184015,2036
RHP6502 scRNA-Seq,SAM000184016,2036
RHP6503 scRNA-Seq,SAM000184017,2036
RHP6508 scRNA-Seq,SAM000184022,2036
RHP6510 scRNA-Seq,SAM000184024,2036
RHP6511 scRNA-Seq,SAM000184025,2036
RHP6512 scRNA-Seq,SAM000184026,2036
RHP6514 scRNA-Seq,SAM000184028,2036
RHP6516 scRNA-Seq,SAM000184030,2036
RHP6518 scRNA-Seq,SAM000184032,2036
RHP6520 scRNA-Seq,SAM000184034,2036
RHP6521 scRNA-Seq,SAM000184035,2036
RHP6522 scRNA-Seq,SAM000184036,2036
RHP6524 scRNA-Seq,SAM000184038,2036
RHP6526 scRNA-Seq,SAM000184040,2036
RHP6527 scRNA-Seq,SAM000184041,2036
RHP6529 scRNA-Seq,SAM000184043,2036
RHP6530 scRNA-Seq,SAM000184044,2036
RHP6531 scRNA-Seq,SAM000184045,2036
RHP6532 scRNA-Seq,SAM000184046,2036
RHP6534 scRNA-Seq,SAM000184048,2036
RHP6535 scRNA-Seq,SAM000184049,2036
RHP6536 scRNA-Seq,SAM000184050,2036
RHP7541 scRNA-Seq,SAM000184052,2036
RHP7543 scRNA-Seq,SAM000184054,2036
RHP7544 scRNA-Seq,SAM000184055,2036
RHP7545 scRNA-Seq,SAM000184056,2036
RHP7546 scRNA-Seq,SAM000184057,2036
RHP7548 scRNA-Seq,SAM000184059,2036
RHP7549 scRNA-Seq,SAM000184060,2036
RHP7550 scRNA-Seq,SAM000184061,2036
RHP7551 scRNA-Seq,SAM000184062,2036
RHP7554 scRNA-Seq,SAM000184065,2036
RHP7556 scRNA-Seq,SAM000184067,2036
RHP7559 scRNA-Seq,SAM000184070,2036
RHP7560 scRNA-Seq,SAM000184071,2036
RHP7563 scRNA-Seq,SAM000184074,2036
RHP7565 scRNA-Seq,SAM000184076,2036
RHP7566 scRNA-Seq,SAM000184077,2036
RHP7567 scRNA-Seq,SAM000184078,2036
RHP7568 scRNA-Seq,SAM000184079,2036
RHP7569 scRNA-Seq,SAM000184080,2036
RHP7570 scRNA-Seq,SAM000184081,2036
Huh751_D0_1,SAM000184109,12
Huh751_D0_2,SAM000184110,12
Huh751_D0_3,SAM000184111,12
Huh751_D10_1,SAM000184118,12
Huh751_D10_2,SAM000184119,12
Huh751_D10_3,SAM000184120,12
Huh751_D3_1,SAM000184112,12
Huh751_D3_2,SAM000184113,12
Huh751_D3_3,SAM000184114,12
Huh751_D7_1,SAM000184115,12
Huh751_D7_2,SAM000184116,12
Huh751_D7_3,SAM000184117,12
CS17_human_embryo_01,SAM000184169,1231
CS15_human_embryo_02,SAM000184174,1231
CS11_human_embryo_01,SAM000184170,1231
CS12_human_embryo_01,SAM000184173,1231
CS13_human_embryo_01,SAM000184172,1231
CS23_human_embryo_01,SAM000184171,1231
CS20_human_embryo_01,SAM000184175,1231
donor 1_liver,SAM000184149,28000
donor 2_liver,SAM000184152,28000
donor 4_liver,SAM000184155,28000
Pt63_Tumor,SAM000184106,3800
iTreg rep1,SAM000184190,12
iTreg rep2,SAM000184191,12
Naive rep1,SAM000184192,12
Naive rep2,SAM000184193,12
Treg rep1,SAM000184194,12
Treg rep2,SAM000184195,12
Th1 rep1,SAM000184196,12
Th1 rep2,SAM000184197,12
Th17 rep1,SAM000184198,12
Th17 rep2,SAM000184199,12
Th2 rep1,SAM000184200,12
Th2 rep2,SAM000184201,12
P1202t,SAM000181844,5063
P0205,SAM000181839,5063
P0508,SAM000181840,5063
P1116,SAM000181843,5063
P0322,SAM000181841,5063
P0407,SAM000181842,5063
Sample_01_tumor,SAM000184162,17410
Sample_02_tumor,SAM000184163,17410
Sample_03_tumor,SAM000184164,17410
Sample_04_tumor,SAM000184165,17410
Sample_05_tumor,SAM000184166,17410
Sample_06_tumor,SAM000184167,17410
CS11_yolk_sac_10x,SAM000184177,11932
CS15_yolk_sac_10x,SAM000184178,11932
LIB046507_TRA00182830_S1_quant,SAM000181516,72
LIB046507_TRA00182832_S2_quant,SAM000181517,72
LIB046507_TRA00182842_S3_quant,SAM000181518,72
LIB046507_TRA00182844_S4_quant,SAM000181519,72
LIB046507_TRA00182846_S5_quant,SAM000181520,72
LIB046507_TRA00182848_S6_quant,SAM000181521,72
LIB046507_TRA00182854_S7_quant,SAM000181522,72
LIB046507_TRA00182856_S8_quant,SAM000181523,72
LIB046507_TRA00182862_S9_quant,SAM000181524,72
LIB046507_TRA00182864_S10_quant,SAM000181525,72
LIB046507_TRA00182870_S11_quant,SAM000181526,72
LIB046507_TRA00182872_S12_quant,SAM000181527,72
LIB046507_TRA00182874_S13_quant,SAM000181528,72
LIB046507_TRA00182876_S14_quant,SAM000181529,72
LIB046507_TRA00182886_S15_quant,SAM000181530,72
LIB046507_TRA00182888_S16_quant,SAM000181531,72
LIB046507_TRA00182890_S17_quant,SAM000181532,72
LIB046507_TRA00182892_S18_quant,SAM000181533,72
LIB046508_TRA00182831_S1_quant,SAM000181534,72
LIB046508_TRA00182833_S2_quant,SAM000181535,72
LIB046508_TRA00182843_S3_quant,SAM000181536,72
LIB046508_TRA00182845_S4_quant,SAM000181537,72
LIB046508_TRA00182847_S5_quant,SAM000181538,72
LIB046508_TRA00182849_S6_quant,SAM000181539,72
LIB046508_TRA00182855_S7_quant,SAM000181540,72
LIB046508_TRA00182857_S8_quant,SAM000181541,72
LIB046508_TRA00182863_S9_quant,SAM000181542,72
LIB046508_TRA00182865_S10_quant,SAM000181543,72
LIB046508_TRA00182871_S11_quant,SAM000181544,72
LIB046508_TRA00182873_S12_quant,SAM000181545,72
LIB046508_TRA00182875_S13_quant,SAM000181546,72
LIB046508_TRA00182877_S14_quant,SAM000181547,72
LIB046508_TRA00182887_S15_quant,SAM000181548,72
LIB046508_TRA00182889_S16_quant,SAM000181549,72
LIB046508_TRA00182891_S17_quant,SAM000181550,72
LIB046508_TRA00182893_S18_quant,SAM000181551,72
LIB046508_TRA00186676_S19_quant,SAM000181552,72
LIB046509_TRA00182834_S1_quant,SAM000181553,72
LIB046509_TRA00182836_S2_quant,SAM000181554,72
LIB046509_TRA00182838_S3_quant,SAM000181555,72
LIB046509_TRA00182840_S4_quant,SAM000181556,72
LIB046509_TRA00182850_S5_quant,SAM000181557,72
LIB046509_TRA00182852_S6_quant,SAM000181558,72
LIB046509_TRA00182858_S7_quant,SAM000181559,72
LIB046509_TRA00182860_S8_quant,SAM000181560,72
LIB046509_TRA00182868_S10_quant,SAM000181561,72
LIB046509_TRA00182878_S11_quant,SAM000181562,72
LIB046509_TRA00182880_S12_quant,SAM000181563,72
LIB046509_TRA00182882_S13_quant,SAM000181564,72
LIB046509_TRA00182884_S14_quant,SAM000181565,72
LIB046509_TRA00182894_S15_quant,SAM000181566,72
LIB046509_TRA00182896_S16_quant,SAM000181567,72
LIB046509_TRA00182898_S17_quant,SAM000181568,72
LIB046509_TRA00182900_S18_quant,SAM000181569,72
LIB046510_TRA00182835_S1_quant,SAM000181570,72
LIB046510_TRA00182837_S2_quant,SAM000181571,72
LIB046510_TRA00182839_S3_quant,SAM000181572,72
LIB046510_TRA00182841_S4_quant,SAM000181573,72
LIB046510_TRA00182851_S5_quant,SAM000181574,72
LIB046510_TRA00182853_S6_quant,SAM000181575,72
LIB046510_TRA00182859_S7_quant,SAM000181576,72
LIB046510_TRA00182861_S8_quant,SAM000181577,72
LIB046510_TRA00182867_S9_quant,SAM000181578,72
LIB046510_TRA00182869_S10_quant,SAM000181579,72
LIB046510_TRA00182879_S11_quant,SAM000181580,72
LIB046510_TRA00182881_S12_quant,SAM000181581,72
LIB046510_TRA00182883_S13_quant,SAM000181582,72
LIB046510_TRA00182885_S14_quant,SAM000181583,72
LIB046510_TRA00182895_S15_quant,SAM000181584,72
LIB046510_TRA00182897_S16_quant,SAM000181585,72
LIB046510_TRA00182899_S17_quant,SAM000181586,72
LIB046510_TRA00182901_S18_quant,SAM000181587,72
230093_primary focus_RNA-seq,SAM000181786,47940
230093_PBMC_RNA-seq,SAM000181788,47940
230093_peritonneal metastasis_RNA-seq,SAM000181790,47940
230498_primary focus_RNA-seq,SAM000181792,47940
230498_lymph node_RNA-seq,SAM000181794,47940
230498_peripheral blood_RNA-seq,SAM000181796,47940
357818_primary focus_RNA-seq,SAM000181798,47940
357818_peripheral blood_RNA-seq,SAM000181800,47940
357818_metastasis_RNA-seq,SAM000181802,47940
230723_primary focus_RNA-seq,SAM000181804,47940
230723_liver metastasis_RNA-seq,SAM000181806,47940
230723_lymph node_RNA-seq,SAM000181808,47940
230723_peripheral blood_RNA-seq,SAM000181810,47940
231260_primary focus_RNA-seq,SAM000181812,47940
231260_lymph node_RNA-seq,SAM000181814,47940
231260_peripheral blood_RNA-seq,SAM000181816,47940
6W-olfactory bulb,SAM000184208,12412
6W-uterus,SAM000184211,1832
6W-small intestine,SAM000184209,3001
6W-kidney,SAM000184206,25193
8W-testis,SAM000184215,27508
8W-ovary,SAM000184213,4585
8W-heart,SAM000184217,36223
8W-skin,SAM000184212,9211
6W-tongue,SAM000184207,10254
8W-spinal cord,SAM000184216,4730
8W-small intestine,SAM000184214,7525
P01,SAM000184218,16498
P02,SAM000184219,16498
P03,SAM000184220,16498
P04,SAM000184221,16498
P05,SAM000184222,16498
P07,SAM000184223,16498
P08,SAM000184224,16498
P09,SAM000184225,16498
P10,SAM000184226,16498
P11,SAM000184227,16498
P12,SAM000184228,16498
P13,SAM000184229,16498
P14,SAM000184230,16498
P15,SAM000184231,16498
P16,SAM000184232,16498
P17,SAM000184233,16498
P18,SAM000184234,16498
P19,SAM000184235,16498
